[u'whhr40wAAAAJ', 'Carnegie Institution']
[u'Syro5DUAAAAJ', 'Professor of Zoology and Marine Biology - Universit del Salento']
[u'6lB0CjwAAAAJ', 'University of Melbourne']
[u'mF4l2Z0AAAAJ', 'University of Sussex']
[u'UEtD9nQAAAAJ', 'University of Granada (Spain)']
[u'iH_jK5oAAAAJ', 'university of rennes1']
[u'dXFV3QUAAAAJ', 'Public Works Research Institute']
[u'sW-_n_0AAAAJ', 'University of Leeds']
[u'Y-YyZ-4AAAAJ', 'French National Center for Scientific Research (CNRS)']
[u'JuAIkOoAAAAJ', 'Swansea University']
[u'vMc3UzkAAAAJ', 'Toho University']
[u'26tnVuUAAAAJ', 'University of Bristol']
[u'0957HPYAAAAJ', 'International Crane Foundation; Oregon State University']
[u'sMjGFugAAAAJ', 'The University of Burdwan']
[u'sMjGFugAAAAJ', 'The University of Burdwan']
[u'SBOUXhYAAAAJ', 'Professor at the Norwegian Polar Institute']
[u'iv-j8TcAAAAJ', 'Postdoctor at Nankai University']
[u'g_m1R7IAAAAJ', 'University of Queensland']
[u'pU7MMEoAAAAJ', 'WWF-Cambodia & University of Melbourne']
[u'LrHhfdcAAAAJ', 'University of Abomey-Calavi']
[u'V8uuaYIAAAAJ', 'Radboud University Nijmegen aquatic animal biology & ecology / research associate Naturalis']
[u'Oy7Ss7AAAAAJ', 'Assistant professor - Dept. TeSAF - University of Padova']
[u'S2xhCugAAAAJ', 'University of Cagliari']
[u'HC4fc4gAAAAJ', 'Institute of Ecology']
[u'qUjf6-gAAAAJ', 'The University of Sydney']
[u'9BEjuQoAAAAJ', 'Banaras Hindu University']
[u'1EIGDgUAAAAJ', 'Macquarie University']
[u'K39ONNYAAAAJ', 'University of So Paulo']
[u'i8Gy7uYAAAAJ', 'Institute of Ecology']
[u'Gz3BDSQAAAAJ', 'Sinop University']
[u'6dFGuqIAAAAJ', 'Assistant Prof. in East China Normal University']
[u'm5ZFpMkAAAAJ', 'University of Strathclyde']
[u'J23S6BAAAAAJ', 'University of Leeds']
[u'zFPRoHYAAAAJ', 'Professor in University of Malaya']
[u'dzbRkJkAAAAJ', 'University of Tebessa']
[u'qrHytcQAAAAJ', 'University of Glasgow']
[u'jt81f3sAAAAJ', 'LaTrobe University']
[u'nc0oyZEAAAAJ', 'Pt. L.M.S. Govt. PG College']
[u'FT6-0PQAAAAJ', 'Coastal Branch of Natural History Museum and Institute']
[u'DumFQfQAAAAJ', 'CIBIO/UP & University of Bristol']
[u'AtJSLK0AAAAJ', 'Institute of Zoology']
[u'qKs0jKMAAAAJ', 'James Hutton Institute']
[u'qGWHawUAAAAJ', 'Charles Sturt University']
[u'L2U8WXIAAAAJ', 'Trinity College Dublin']
[u'MQ-OtQwAAAAJ', 'University of Salento']
[u'iKYMeosAAAAJ', 'Institute of Systematics and Ecology of Animals']
[u'upNmF68AAAAJ', 'University of Tartu']
[u'VH13T4sAAAAJ', 'LaTrobe University']
[u'nBr8sq0AAAAJ', 'university of Aveiro']
[u'qsP7NVEAAAAJ', 'Imperial College London']
[u'F5R4w5kAAAAJ', 'University of Paris-Sud']
[u'JrKKH40AAAAJ', 'University of Debrecen']
[u'nrnHbYcAAAAJ', 'University of Auckland']
[u'BE9IVk4AAAAJ', 'Zoological Institute']
[u'ipOViTQAAAAJ', 'University of South Bohemia']
[u'cDKcIEQAAAAJ', 'Lecturer at Institute for Complex Systems Simulation']
[u'6Bm6vCQAAAAJ', 'Norwegian University of Life Sciences']
[u'gl0QYH4AAAAJ', 'University of Tasmania']
[u'UE61txYAAAAJ', 'Harvard University and University College London (UCL)']
[u'zwHfPw0AAAAJ', 'Bangor University']
[u'KQvKuIEAAAAJ', 'Radboud University Nijmegen aquatic ecology']
[u'BvjHW9AAAAAJ', 'Griffith University']
[u'nqtv_GEAAAAJ', 'University of Bergen']
[u'ZOenvrQAAAAJ', 'University of Glasgow']
[u'3K3f8T8AAAAJ', 'Ben-Gurion University of the Negev']
[u'DaAOkp8AAAAJ', 'University of Alberta']
[u'SmysduoAAAAJ', 'Don Harrington Discovery Center']
[u'6lFKr0YAAAAJ', 'University of Queensland']
[u'XC3HWeEAAAAJ', 'University of Nottingham']
[u'IIKFMKoAAAAJ', 'The University of Birmingham']
[u'71zsNL0AAAAJ', 'Etvs University']
[u'0zJ9BUMAAAAJ', 'University of Vigo']
[u'6ceNH50AAAAJ', 'Universide Federal do Rio Grande do Norte']
[u'18IPbrAAAAAJ', 'Universit Nice Sophia Antipolis']
[u'scj1vZ4AAAAJ', 'University of Edinburgh']
[u'wF2uou4AAAAJ', 'Radboud University']
[u'2EH-7ekAAAAJ', 'Research fellow of National Research Institute of Fisheries Science']
[u'iHd4zcsAAAAJ', 'Tropical Biosphere Research Center']
[u'oWi0OZ0AAAAJ', 'University of Sherbrooke']
[u'LcANET4AAAAJ', 'University of Queensland']
[u'4fLwFGoAAAAJ', 'University of Edinburgh']
[u'DWUiUtAAAAAJ', 'Catalan Instute for Water Research (ICRA) & University of Girona']
[u'rvneI7UAAAAJ', 'Laurentian University']
[u'_DuzFgcAAAAJ', 'CNR-ISE Institute of Ecosystem Study']
[u'7t0uFMgAAAAJ', 'University of Manitoba']
[u'U4jAyVIAAAAJ', 'Evora University']
[u'48mGRJYAAAAJ', 'Swedish University of Agricultural Sciences']
[u'46v3nPoAAAAJ', 'Senior Lecturer in Marine Zoology and Ecotoxicology; University of Portsmouth']
[u'TLfmeYIAAAAJ', 'Adjunct Associate Professor James Cook University']
[u'i7DzH8sAAAAJ', 'University of Parma']
[u'pc1MNtIAAAAJ', 'Percy FitzPatrick Institute']
[u'MnxAoasAAAAJ', 'Simon Fraser University']
[u'TnW1O4wAAAAJ', 'University of Wrzburg']
[u'wwKYVaIAAAAJ', 'Max Planck Institute for Ornithology']
[u'YTqvVFcAAAAJ', 'University of Alberta']
[u'tyq-eagAAAAJ', 'Leibniz Institute for Zoo and Wildlife Research']
[u'J6DSGDMAAAAJ', 'Zoological Institute of the Russian Academy of Sciences']
[u'Dd4l-QEAAAAJ', 'Oldenburg University']
[u'tFVroCAAAAAJ', 'Universit de Picardie Jules Verne']
[u'obAnJk0AAAAJ', 'Food and Environment Research Agency & Institute of Zoology ZSL']
[u'816P-c8AAAAJ', "Queen's University Belfast."]
[u'_CWOX7wAAAAJ', 'Charles Sturt University']
[u'5GPHKbIAAAAJ', 'Stockholm University']
[u'0Smp25IAAAAJ', 'Linkping University']
[u'b0XVV2IAAAAJ', 'University of Leeds']
[u'EKzaZNsAAAAJ', 'University of Toronto']
[u'T2euahYAAAAJ', 'University of Western Australia']
[u'zjP6gQIAAAAJ', 'Tel Aviv University']
[u'un4Voy4AAAAJ', 'York University']
[u'EVohj5AAAAAJ', 'USGS Western Ecological Research Center']
[u'qUPtd1sAAAAJ', 'Universit Libre de Bruxelles']
[u'UDi4-aUAAAAJ', 'Complutense University']
[u'vhLGix0AAAAJ', 'University of Debrecen']
[u'WtgiU0EAAAAJ', 'UNESP - So Paulo State University']
[u'xnSRHe8AAAAJ', 'University of Newcastle']
[u'mXZQj-IAAAAJ', 'University of Kwazulu-Natal']
[u'KXl-yrYAAAAJ', 'University of Santiago de Compostela']
[u'sqRoRjIAAAAJ', 'Macquarie University']
[u'o1CrKOwAAAAJ', 'University of New Brunswick']
[u'nxg3KqkAAAAJ', 'McGill University']
[u'riaX3CEAAAAJ', 'Swansea University']
[u'a8F7H00AAAAJ', 'University of York']
[u'a8F7H00AAAAJ', 'University of York']
[u'I741OU4AAAAJ', 'University of Sheffield']
[u'3gwjr6YAAAAJ', 'The University of Melbourne']
[u'u8HwhtAAAAAJ', 'University of Guelph']
[u'NbIoSJAAAAAJ', 'University of New South Wales']
[u'5iC6s4QAAAAJ', 'University of Canberra']
[u'OoKPXq8AAAAJ', 'Smithsonian Institution']
[u'd86uPHoAAAAJ', 'Adam Mickiewicz University of Pozna']
[u'q5ZS69sAAAAJ', 'bo Akademi University']
[u'RchOdVUAAAAJ', 'University of Aarhus']
[u'jpoOPNEAAAAJ', 'Monash University']
[u'N2guSLkAAAAJ', 'Institut Polytechnique LaSalle Beauvais']
[u'89DB5TMAAAAJ', 'University of Lausanne']
[u'JCV10joAAAAJ', 'Stellenbosch University']
[u'z2jRx3QAAAAJ', 'James Cook University']
[u'v1zxLScAAAAJ', "Women's Health Research Institute"]
[u'GWjY4X8AAAAJ', 'Ben-Gurion University of the Negev']
[u'eaNpqN8AAAAJ', 'University of Athens']
[u'BsTOfMUAAAAJ', 'Tel-Aviv University']
[u'Bed5uzEAAAAJ', 'PhD-Student at Institute for Theoretical Biology']
[u'_EXXIqAAAAAJ', 'University of Zurich']
[u'uWTo8-MAAAAJ', 'University of Toronto']
[u'dy9cRXIAAAAJ', 'Etvs Lornd University']
[u'aydFU38AAAAJ', 'Imperial College London']
[u'CUS7cWwAAAAJ', 'University of Tartu']
[u'r3aegBgAAAAJ', 'National Institute for Agro-Environmental Sciences (Japan)']
[u'scb4iZgAAAAJ', 'University of Northern BC']
[u'KiX86RQAAAAJ', 'Fred Hutchinson Cancer Research Center']
[u'aok3yN8AAAAJ', 'Babe-Bolyai University']
[u'5cnAOn0AAAAJ', 'Norwegian Institute for Nature Research (NINA)']
[u'-2orJ8MAAAAJ', 'Ben-Gurion University of the Negev']
[u'9HGPs6MAAAAJ', 'University of Geneva']
[u'4PyzI8UAAAAJ', 'VU-University Amsterdam']
[u'8b0XQ64AAAAJ', 'Institute for Biodiversity and Ecosystem Dynamics']
[u'1l6DxcAAAAAJ', 'University of Quebec at Montreal']
[u'2FBLJ-IAAAAJ', 'University of Cambridge']
[u'46PlMvwAAAAJ', 'McMaster University']
[u'DDtrs1EAAAAJ', 'University of Cambridge']
[u'4drbuAUAAAAJ', 'McGill University']
[u'PElRYZUAAAAJ', 'University of Sydney']
[u'3kI7yKEAAAAJ', 'University of Toronto']
[u'LlRbKw4AAAAJ', 'Institute of Forest Ecology']
[u'k13ZV_wAAAAJ', 'Smithsonian Tropical Research Institute']
[u'iHpSPB0AAAAJ', 'Helmholtz Center for Environmental Research - Department of Ecological Modelling']
[u'6XVuz14AAAAJ', 'National Center for Ecological Analysis and Synthesis']
[u'PLCWohMAAAAJ', 'University of Cape Town']
[u'GK-0yuEAAAAJ', 'Zurich University']
[u'O9ljpOoAAAAJ', 'Scripps Institution of Oceanography']
[u't6H4vasAAAAJ', 'Andong National University']
[u'5-H_O-4AAAAJ', 'Hlar University College']
[u'uozzoRUAAAAJ', 'University of Kent']
[u'66izMvkAAAAJ', 'North-Eastern Hill University']
[u'VYH6DGUAAAAJ', 'Center for Macroecology']
[u'JoEJgSUAAAAJ', "Queen's University"]
[u'Zp-FwowAAAAJ', 'PI at the University of Bonn']
[u'7HzlVT4AAAAJ', 'University of Rennes 1']
[u'Gktz8l4AAAAJ', 'University of Groningen']
[u'cW1Z_mYAAAAJ', 'Researcher at Institute of Economic Sciences']
[u'Fw8QcocAAAAJ', 'University of Regina']
[u'5axMdwYAAAAJ', 'German Primate Center']
[u'ZFd4kT8AAAAJ', 'Sinisa Stankovic Institute for Biological Research']
[u'i_FDZDwAAAAJ', 'University of Exeter']
[u'4HfsgFUAAAAJ', 'National University of Singapore']
[u'qAyF-JYAAAAJ', 'Institute for Human Evolution']
[u'02QEtG8AAAAJ', 'Smithsonian Conservation Biology Institute']
[u'N9sVlQEAAAAJ', 'University of Ottawa']
[u'0fcPp2oAAAAJ', 'Smithsonian Institution']
[u'3u8CsXkAAAAJ', 'Aarhus University']
[u'1V6BpBcAAAAJ', 'Seoul National University']
[u'JyNLbUoAAAAJ', 'Ben-Gurion University']
[u'claYSf0AAAAJ', 'University of Calgary']
[u'tt1oyyEAAAAJ', 'University Research Fellow']
[u'928ELYsAAAAJ', 'Hacettepe University']
[u'w8m1m1EAAAAJ', 'University of Exeter']
[u'TJUyl1gAAAAJ', 'University of York']
[u'JHxGZWEAAAAJ', 'Max Planck Institute for Developmental Biology']
[u'97LLeawAAAAJ', 'Naturalis Biodiversity Center']
[u'-3n2RRYAAAAJ', 'bo Akademi University']
[u'a0UtiWoAAAAJ', 'Universitt Bayreuth']
[u'00-cFw8AAAAJ', 'University of Bayreuth']
[u'9f2K6RUAAAAJ', 'Simon Fraser University']
[u'c0N6cCcAAAAJ', 'University of St Andrews']
[u'2AzMfX8AAAAJ', 'Sapienza University of Rome']
[u'6bpgPEkAAAAJ', 'university of aveiro']
[u'HJK5CzYAAAAJ', 'Swansea University']
[u'r1S7HvEAAAAJ', 'Institut National de la Recherche Agronomique (INRA)']
[u'mXBVA8AAAAAJ', 'University of Hong Kong']
[u'RKoMHd8AAAAJ', 'Rhodes University']
[u'_omJHHQAAAAJ', 'Ume University']
[u'SciN2e8AAAAJ', 'University of Stirling']
[u'Qf_7D0QAAAAJ', 'Universit di Modena e Reggio Emilia']
[u'4vsRoJkAAAAJ', 'University of New Brunswick']
[u'EfLtwKIAAAAJ', 'Indian Institute of Forest Management']
[u'd0vPRRkAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'lx2Yjh4AAAAJ', 'North-West University']
[u'zfcYwe8AAAAJ', 'Percy FitzPatrick Institute of Ornithology']
[u'aDc52bAAAAAJ', 'University of salford']
[u'c4CW80QAAAAJ', 'University of Pavia']
[u'8Di-_bEAAAAJ', 'Tribhuvan University']
[u'DmwSNy0AAAAJ', 'University of Guelph']
[u'0Jlh2vQAAAAJ', 'University of York - Biodiversity']
[u'WB4GH2MAAAAJ', 'Dalhousie University']
[u'5z0GdzYAAAAJ', 'University of London']
[u'xFp1CL0AAAAJ', 'University of Queensland / Marine Megafauna Association / CSIRO Australia']
[u'ZyvcVIcAAAAJ', 'Aarhus University']
[u'2xnq_D0AAAAJ', 'Universitt Innsbruck']
[u'viLkPjUAAAAJ', 'University of Victoria']
[u'EKuaXwsAAAAJ', 'University of So Paulo']
[u'EKuaXwsAAAAJ', 'University of So Paulo']
[u'CZR8FewAAAAJ', 'University of Queensland']
[u'SWtTXP4AAAAJ', 'University of Leeds']
[u'1qG6yFMAAAAJ', 'University of Queensland']
[u'TwtEk1IAAAAJ', 'Institute for Space Sciences']
[u'mV42tzAAAAAJ', 'York University']
[u'kuDv6QoAAAAJ', 'Imperial College London']
[u'7yurdeYAAAAJ', 'Smithsonian Institution']
[u'iOS_d9MAAAAJ', 'The University of Sydney']
[u'Scxa7eUAAAAJ', 'Postdoctoral researcher at Jagiellonian University']
[u'b28SPdgAAAAJ', 'University of Vienna']
[u'b4_RFdwAAAAJ', 'University of Tasmania']
[u'U8MSG_AAAAAJ', 'The University of Queensland']
[u'2xgMtQcAAAAJ', 'Cary Institute of Ecosystem Studies']
[u'mKCN87EAAAAJ', 'McMaster University']
[u'1sO0O3wAAAAJ', 'The University of Adelaide']
[u'ViFKk7QAAAAJ', 'Simon Fraser University']
[u'AWK2FDoAAAAJ', 'University of Winnipeg']
[u'p8CEpg4AAAAJ', 'National Evolutionary Synthesis Center']
[u'DtjsmnEAAAAJ', 'University of Alberta']
[u'MkZYT8QAAAAJ', 'University of Coimbra']
[u'ZXZHvg0AAAAJ', 'Macquarie University']
[u'oI764M0AAAAJ', 'Smithsonian Institution']
[u'3PEknw0AAAAJ', 'The University of Queensland']
[u'ei4kq-0AAAAJ', 'Smithsonian Tropical Research Institute']
[u'mvx79E8AAAAJ', 'Akron University']
[u'ya4b6UkAAAAJ', 'Reseach Scientist Max Planck Institute for Demographic Research']
[u'3rQgJBIAAAAJ', 'Dalhousie University']
[u'rIvv1IMAAAAJ', 'University of Oxford']
[u'mTLjM9QAAAAJ', 'University of Adelaide']
[u'otWCBH8AAAAJ', 'University of Zurich']
[u'Zpo8koYAAAAJ', 'University of York']
[u'NTzu9c8AAAAJ', 'Australian National University']
[u'1RfyVk4AAAAJ', 'University of Canterbury']
[u'kFZ980sAAAAJ', 'University of Waikato']
[u'cfwxm0AAAAAJ', 'Howard Hughes Medical Institute']
[u'jpxnHXsAAAAJ', 'University of Windsor']
[u'b6s1NfkAAAAJ', 'University of British Columbia']
[u'hd2lj1kAAAAJ', 'University of Lincoln']
[u'naRu9mIAAAAJ', 'USGS and University of Massachussetts']
[u'cTgdVdUAAAAJ', 'Bologna University']
[u'10kSt6MAAAAJ', 'Federal University of So Paulo - UNIFESP']
[u'Fk-Ko7wAAAAJ', 'Universit de Sherbrooke']
[u'9rk3NAwAAAAJ', 'University of Hull']
[u'MJ9doQEAAAAJ', 'United States Geological Survey-Great Lakes Science Center']
[u'Ws4XfWoAAAAJ', 'University of Cambridge']
[u'mz_Tby0AAAAJ', 'University of British Columbia']
